,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
14769,14769,14769,14769,14769,14769,14769,14769,14769,25461,22.000,481,5,2,5,4,4,5,4,4,3,3,4,5,5,4,0,0.0
14770,14770,14770,14770,14770,14770,14770,14770,14770,33732,55.000,899,1,1,1,3,1,1,4,1,3,2,2,2,3,1,29,40.0
14771,14771,14771,14771,14771,14771,14771,14771,14771,49185,47.000,2799,2,2,2,2,1,4,2,5,5,5,4,5,5,2,0,0.0
14772,14772,14772,14772,14772,14772,14772,14772,14772,7614,15.000,802,4,1,4,2,4,4,4,4,2,1,2,2,2,4,0,0.0
14773,14773,14773,14773,14773,14773,14773,14773,14773,53735,40.000,1190,2,5,2,2,5,2,5,5,3,3,3,4,4,5,23,4.0
14774,14774,14774,14774,14774,14774,14774,14774,14774,126277,21.000,590,3,1,3,4,4,3,4,4,1,3,3,4,3,4,0,0.0
14775,14775,14775,14775,14775,14775,14775,14775,14775,88629,23.000,581,4,5,4,1,3,4,3,3,4,3,5,5,4,3,0,0.0
14776,14776,14776,14776,14776,14776,14776,14776,14776,17196,29.000,487,2,3,3,3,2,2,2,2,4,5,4,4,4,2,0,9.0
14777,14777,14777,14777,14777,14777,14777,14777,14777,71159,22.000,246,3,0,3,2,4,3,3,4,5,4,4,2,5,4,8,0.0
14778,14778,14778,14778,14778,14778,14778,14778,14778,66336,50.000,3989,3,5,5,5,2,1,1,3,3,3,3,3,3,1,49,37.0
14779,14779,14779,14779,14779,14779,14779,14779,14779,114735,58.000,325,2,2,2,2,2,4,4,4,4,4,4,3,4,5,4,0.0
14780,14780,14780,14780,14780,14780,14780,14780,14780,31511,26.000,2957,3,2,2,2,3,3,3,3,2,2,2,1,3,3,0,0.0
14781,14781,14781,14781,14781,14781,14781,14781,14781,99061,68.000,3577,4,4,4,4,5,4,5,4,4,4,4,5,4,3,0,0.0
14782,14782,14782,14782,14782,14782,14782,14782,14782,46249,26.000,279,4,0,4,2,1,4,1,1,4,4,2,2,5,1,0,0.0
14783,14783,14783,14783,14783,14783,14783,14783,14783,128350,52.000,3346,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,0.0
14784,14784,14784,14784,14784,14784,14784,14784,14784,50801,65.000,363,2,4,2,4,4,2,4,4,1,2,4,2,4,4,0,0.0
14785,14785,14785,14785,14785,14785,14785,14785,14785,94816,47.000,239,3,2,2,2,1,3,3,3,3,3,3,1,3,4,0,0.0
14786,14786,14786,14786,14786,14786,14786,14786,14786,109133,47.000,1685,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,6.0
14787,14787,14787,14787,14787,14787,14787,14787,14787,121996,53.000,3613,2,2,3,2,4,5,4,4,4,5,4,3,4,3,61,52.0
14788,14788,14788,14788,14788,14788,14788,14788,14788,39528,62.000,1024,1,5,1,3,2,1,2,2,3,5,4,5,4,2,45,
14789,14789,14789,14789,14789,14789,14789,14789,14789,42554,31.000,986,2,5,2,2,3,2,3,3,3,3,5,4,5,3,0,0.0
14790,14790,14790,14790,14790,14790,14790,14790,14790,80052,26.000,1096,4,3,4,3,4,4,3,4,4,5,1,5,2,4,8,0.0
14791,14791,14791,14791,14791,14791,14791,14791,14791,91751,25.000,590,5,5,5,3,1,5,1,1,3,3,5,4,4,1,0,0.0
14792,14792,14792,14792,14792,14792,14792,14792,14792,55975,48.000,1620,2,5,2,2,4,5,5,3,3,2,3,3,3,5,28,25.0
14793,14793,14793,14793,14793,14793,14793,14793,14793,1424,59.000,3671,0,4,0,2,3,5,4,4,4,4,4,5,4,3,0,0.0
14794,14794,14794,14794,14794,14794,14794,14794,14794,106751,21.000,545,4,3,4,3,4,4,4,4,1,5,3,1,4,4,0,0.0
14795,14795,14795,14795,14795,14795,14795,14795,14795,76959,15.000,1990,2,1,1,1,2,1,2,2,1,2,4,4,3,2,0,10.0
14796,14796,14796,14796,14796,14796,14796,14796,14796,76425,52.000,2201,1,1,1,1,5,5,4,4,4,4,4,4,4,5,0,0.0
14797,14797,14797,14797,14797,14797,14797,14797,14797,12162,56.000,1214,3,4,2,4,3,3,3,3,3,5,2,4,2,3,22,4.0
14798,14798,14798,14798,14798,14798,14798,14798,14798,42078,53.000,106,5,2,2,2,2,1,1,5,5,5,5,2,5,5,0,0.0
14799,14799,14799,14799,14799,14799,14799,14799,14799,66417,30.000,1562,2,5,2,1,4,2,3,4,5,5,5,4,4,4,0,0.0
14800,14800,14800,14800,14800,14800,14800,14800,14800,118085,62.000,3599,4,1,1,1,2,4,4,4,4,4,4,3,4,3,93,71.0
14801,14801,14801,14801,14801,14801,14801,14801,14801,112757,46.000,588,2,1,1,1,2,2,2,2,2,4,3,3,3,2,2,0.0
14802,14802,14802,14802,14802,14802,14802,14802,14802,108415,53.000,1444,1,1,4,1,5,4,4,4,4,4,4,4,4,4,18,0.0
14803,14803,14803,14803,14803,14803,14803,14803,14803,15756,30.000,431,4,4,4,5,4,4,1,4,1,1,2,3,4,4,38,16.0
14804,14804,14804,14804,14804,14804,14804,14804,14804,129388,39.000,954,3,3,3,2,1,3,5,1,4,5,4,3,5,1,9,0.0
14805,14805,14805,14805,14805,14805,14805,14805,14805,23833,24.000,1131,2,2,2,4,4,2,4,4,5,4,5,5,3,4,75,46.0
14806,14806,14806,14806,14806,14806,14806,14806,14806,115222,40.000,337,0,0,0,1,2,4,5,1,1,1,1,5,1,4,0,0.0
14807,14807,14807,14807,14807,14807,14807,14807,14807,79218,21.000,1990,4,2,5,3,3,5,3,3,1,2,3,3,3,3,0,0.0
14808,14808,14808,14808,14808,14808,14808,14808,14808,1642,40.000,435,3,2,2,5,4,2,4,4,3,3,4,4,5,4,0,0.0
14809,14809,14809,14809,14809,14809,14809,14809,14809,12951,40.000,979,1,4,1,4,2,1,2,2,3,2,4,3,5,2,2,2.0
14810,14810,14810,14810,14810,14810,14810,14810,14810,5480,60.000,265,2,1,0,3,3,0,3,3,4,4,3,1,4,3,0,32.0
14811,14811,14811,14811,14811,14811,14811,14811,14811,119371,40.000,399,3,3,3,3,2,4,5,4,4,4,4,5,4,3,5,0.0
14812,14812,14812,14812,14812,14812,14812,14812,14812,126930,29.000,325,2,2,2,2,4,4,4,4,5,5,5,4,5,4,24,20.0
14813,14813,14813,14813,14813,14813,14813,14813,14813,79616,49.000,762,4,4,2,4,2,4,5,4,4,4,4,3,4,4,0,0.0
14814,14814,14814,14814,14814,14814,14814,14814,14814,100747,44.000,328,4,1,4,1,4,2,1,1,1,4,1,3,1,2,19,9.0
14815,14815,14815,14815,14815,14815,14815,14815,14815,24441,44.000,1736,5,5,5,5,2,5,4,3,3,3,3,4,3,5,30,23.0
14816,14816,14816,14816,14816,14816,14816,14816,14816,48766,52.000,3382,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0,4.0
14817,14817,14817,14817,14817,14817,14817,14817,14817,39159,36.000,287,5,2,5,5,4,2,4,5,5,5,5,3,5,3,0,0.0
14818,14818,14818,14818,14818,14818,14818,14818,14818,67323,27.000,1121,2,5,2,4,3,2,3,3,3,4,4,4,4,3,5,0.0
14819,14819,14819,14819,14819,14819,14819,14819,14819,119863,8.000,936,2,4,2,4,2,2,2,2,5,3,4,5,4,2,26,13.0
14820,14820,14820,14820,14820,14820,14820,14820,14820,20833,24.000,508,2,1,2,2,3,2,5,3,4,3,2,4,3,3,0,0.0
14821,14821,14821,14821,14821,14821,14821,14821,14821,101035,58.000,806,3,4,3,4,5,2,4,5,5,3,5,5,5,1,76,71.0
14822,14822,14822,14822,14822,14822,14822,14822,14822,93116,18.000,1066,2,2,2,2,4,4,4,4,5,4,5,5,4,4,8,11.0
14823,14823,14823,14823,14823,14823,14823,14823,14823,114201,43.000,948,4,4,4,4,2,5,5,2,2,2,2,4,2,5,1,0.0
14824,14824,14824,14824,14824,14824,14824,14824,14824,14557,35.000,288,3,3,4,3,3,3,3,3,1,3,4,3,3,3,0,0.0
14825,14825,14825,14825,14825,14825,14825,14825,14825,26193,44.000,406,3,1,1,1,3,3,3,3,2,1,3,3,3,3,0,0.0
14826,14826,14826,14826,14826,14826,14826,14826,14826,50446,39.000,2427,4,3,3,3,5,3,4,4,4,3,4,2,4,4,0,0.0
14827,14827,14827,14827,14827,14827,14827,14827,14827,125575,31.000,226,4,5,4,5,5,4,5,5,5,4,4,3,4,5,0,0.0
14828,14828,14828,14828,14828,14828,14828,14828,14828,26374,35.000,861,1,1,1,3,1,1,1,1,1,4,3,2,4,1,0,0.0
14829,14829,14829,14829,14829,14829,14829,14829,14829,19378,46.000,844,5,5,5,5,3,5,2,4,4,4,4,3,4,2,0,0.0
14830,14830,14830,14830,14830,14830,14830,14830,14830,34717,56.000,301,5,1,4,1,4,4,4,5,5,5,5,3,5,4,0,2.0
14831,14831,14831,14831,14831,14831,14831,14831,14831,73240,39.000,946,0,2,0,2,5,2,5,5,1,1,3,3,2,5,0,0.0
14832,14832,14832,14832,14832,14832,14832,14832,14832,125046,52.000,2300,0,4,0,2,4,3,5,5,5,0,5,3,5,5,0,0.0
14833,14833,14833,14833,14833,14833,14833,14833,14833,39763,48.000,2989,1,4,1,1,5,3,1,2,2,2,2,4,2,2,0,0.0
14834,14834,14834,14834,14834,14834,14834,14834,14834,25579,32.000,3321,5,5,5,5,4,5,4,4,2,5,5,1,2,4,0,6.0
14835,14835,14835,14835,14835,14835,14835,14835,14835,42622,28.000,546,4,3,3,3,4,4,4,4,4,3,2,4,3,4,0,0.0
14836,14836,14836,14836,14836,14836,14836,14836,14836,19815,22.000,654,4,3,3,1,3,3,3,3,3,3,1,5,2,3,20,19.0
14837,14837,14837,14837,14837,14837,14837,14837,14837,124882,41.000,728,2,5,5,5,2,2,2,2,3,3,4,1,4,2,0,0.0
14838,14838,14838,14838,14838,14838,14838,14838,14838,115940,24.000,446,2,1,2,3,3,2,4,3,1,1,4,1,4,3,0,6.0
14839,14839,14839,14839,14839,14839,14839,14839,14839,119374,53.000,399,2,2,2,2,5,5,5,5,5,5,5,5,5,3,29,41.0
14840,14840,14840,14840,14840,14840,14840,14840,14840,79343,27.000,1020,2,2,2,2,3,2,3,3,4,3,4,4,5,3,0,0.0
14841,14841,14841,14841,14841,14841,14841,14841,14841,1434,28.000,3607,3,3,3,3,5,5,5,5,5,4,5,3,5,5,0,0.0
14842,14842,14842,14842,14842,14842,14842,14842,14842,52514,26.000,160,4,5,4,4,3,4,3,3,3,1,3,3,4,3,3,0.0
14843,14843,14843,14843,14843,14843,14843,14843,14843,43721,48.000,489,2,3,2,3,4,2,4,4,1,5,4,3,4,4,0,0.0
14844,14844,14844,14844,14844,14844,14844,14844,14844,109486,18.000,920,4,4,4,4,4,4,4,4,5,2,5,5,5,4,16,3.0
14845,14845,14845,14845,14845,14845,14845,14845,14845,112766,56.000,2398,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0.0
14846,14846,14846,14846,14846,14846,14846,14846,14846,48876,55.000,262,0,0,0,3,5,3,4,3,3,3,3,2,3,3,0,0.0
14847,14847,14847,14847,14847,14847,14847,14847,14847,126806,41.000,2296,3,3,3,3,4,5,5,4,4,4,4,4,4,5,1,0.0
14848,14848,14848,14848,14848,14848,14848,14848,14848,103449,59.000,3136,2,2,2,2,4,4,5,3,3,3,3,5,3,4,6,0.0
14849,14849,14849,14849,14849,14849,14849,14849,14849,29106,50.000,954,3,5,3,1,1,3,1,1,1,1,4,3,5,1,0,0.0
14850,14850,14850,14850,14850,14850,14850,14850,14850,94864,56.000,3400,3,1,1,1,1,4,4,3,3,3,3,1,3,2,0,0.0
14851,14851,14851,14851,14851,14851,14851,14851,14851,104150,52.000,2063,1,3,1,1,2,4,4,4,4,4,4,5,4,3,4,33.0
14852,14852,14852,14852,14852,14852,14852,14852,14852,71913,58.000,1744,2,2,2,4,5,4,4,1,1,2,1,2,1,3,1,0.0
14853,14853,14853,14853,14853,14853,14853,14853,14853,115022,58.000,1726,0,0,0,1,5,5,5,4,4,4,4,4,4,5,0,0.0
14854,14854,14854,14854,14854,14854,14854,14854,14854,125072,35.000,361,3,3,3,3,3,5,5,4,4,4,4,3,4,3,17,5.0
14855,14855,14855,14855,14855,14855,14855,14855,14855,21378,33.000,554,3,4,3,2,4,3,4,4,4,4,4,5,5,4,0,0.0
14856,14856,14856,14856,14856,14856,14856,14856,14856,75425,46.000,2585,3,2,2,2,4,3,2,3,3,3,3,2,3,3,0,0.0
14857,14857,14857,14857,14857,14857,14857,14857,14857,111606,43.000,1878,2,2,4,2,3,4,5,5,5,5,5,5,5,5,26,77.0
14858,14858,14858,14858,14858,14858,14858,14858,14858,17897,33.000,453,5,1,5,4,1,5,1,1,2,4,4,3,4,1,0,0.0
14859,14859,14859,14859,14859,14859,14859,14859,14859,88718,54.000,646,3,4,3,3,5,5,1,5,5,3,5,2,5,4,0,8.0
14860,14860,14860,14860,14860,14860,14860,14860,14860,2771,41.000,2679,1,1,1,1,4,5,4,5,5,5,5,5,5,4,75,64.0
14861,14861,14861,14861,14861,14861,14861,14861,14861,75351,7.000,2556,4,5,4,4,4,4,3,5,3,4,5,3,5,3,7,0.0
14862,14862,14862,14862,14862,14862,14862,14862,14862,27531,25.000,605,2,5,2,3,1,2,1,1,3,2,4,3,4,1,113,107.0
14863,14863,14863,14863,14863,14863,14863,14863,14863,112401,26.000,948,2,2,2,4,3,2,3,3,3,5,5,3,5,3,75,62.0
14864,14864,14864,14864,14864,14864,14864,14864,14864,65224,39.000,1672,5,5,5,5,3,5,5,4,4,5,4,5,4,5,0,0.0
14865,14865,14865,14865,14865,14865,14865,14865,14865,16089,49.000,3964,3,5,3,3,1,4,4,3,3,2,3,1,3,4,89,82.0
14866,14866,14866,14866,14866,14866,14866,14866,14866,66497,34.000,3903,3,2,2,2,4,3,4,3,3,3,3,3,3,3,0,0.0
14867,14867,14867,14867,14867,14867,14867,14867,14867,41785,51.000,508,5,5,4,1,2,5,5,5,5,4,5,3,5,3,0,0.0
14868,14868,14868,14868,14868,14868,14868,14868,14868,101059,26.000,368,3,4,2,2,2,2,1,2,3,5,5,5,5,2,4,0.0
14869,14869,14869,14869,14869,14869,14869,14869,14869,72723,49.000,929,3,5,5,5,1,3,4,3,3,3,3,2,3,2,0,0.0
14870,14870,14870,14870,14870,14870,14870,14870,14870,76287,25.000,2677,4,5,4,2,4,3,3,5,3,3,5,3,3,3,0,0.0
14871,14871,14871,14871,14871,14871,14871,14871,14871,19561,37.000,173,3,0,3,1,5,3,5,5,1,2,4,4,5,5,0,0.0
14872,14872,14872,14872,14872,14872,14872,14872,14872,111177,26.000,1546,5,5,2,5,2,2,2,2,3,5,5,4,5,2,0,0.0
14873,14873,14873,14873,14873,14873,14873,14873,14873,121213,37.000,2075,2,5,2,2,1,4,3,4,4,2,4,2,4,1,0,0.0
14874,14874,14874,14874,14874,14874,14874,14874,14874,40832,21.000,532,0,3,0,1,2,0,2,2,4,5,3,3,3,2,96,79.0
14875,14875,14875,14875,14875,14875,14875,14875,14875,92974,58.000,738,4,4,4,4,2,5,5,4,4,4,4,4,4,5,5,6.0
14876,14876,14876,14876,14876,14876,14876,14876,14876,80790,56.000,692,1,1,1,1,2,4,4,3,3,3,3,4,3,3,0,0.0
14877,14877,14877,14877,14877,14877,14877,14877,14877,61400,32.000,679,2,3,2,3,2,2,2,2,3,3,1,4,2,2,0,0.0
14878,14878,14878,14878,14878,14878,14878,14878,14878,24872,42.000,356,3,3,3,3,3,4,3,3,3,4,3,3,3,3,2,10.0
14879,14879,14879,14879,14879,14879,14879,14879,14879,27553,14.000,605,2,4,1,5,1,1,1,1,4,3,5,5,4,1,0,0.0
14880,14880,14880,14880,14880,14880,14880,14880,14880,37542,31.000,2954,4,4,4,4,4,3,4,4,4,5,4,2,4,4,71,65.0
14881,14881,14881,14881,14881,14881,14881,14881,14881,71210,31.000,733,5,5,5,5,5,5,5,5,3,4,4,4,4,5,0,0.0
14882,14882,14882,14882,14882,14882,14882,14882,14882,34357,47.000,541,5,1,1,1,3,3,4,5,5,5,5,4,5,2,7,0.0
14883,14883,14883,14883,14883,14883,14883,14883,14883,19166,69.000,304,4,3,4,1,1,4,1,1,4,1,1,2,1,1,4,6.0
14884,14884,14884,14884,14884,14884,14884,14884,14884,23457,22.000,3513,3,5,5,5,3,3,3,3,3,4,3,4,4,3,29,26.0
14885,14885,14885,14885,14885,14885,14885,14885,14885,17511,51.000,352,2,1,1,1,2,2,2,2,3,2,5,2,2,2,57,52.0
14886,14886,14886,14886,14886,14886,14886,14886,14886,98061,39.000,1985,2,3,2,3,1,3,3,2,2,2,2,3,2,3,65,65.0
14887,14887,14887,14887,14887,14887,14887,14887,14887,102413,46.000,391,3,4,3,3,2,4,5,5,5,3,5,4,5,3,0,0.0
14888,14888,14888,14888,14888,14888,14888,14888,14888,123235,30.000,590,2,4,2,3,1,2,5,1,3,4,2,1,5,1,0,6.0
14889,14889,14889,14889,14889,14889,14889,14889,14889,88705,45.000,646,1,3,0,2,5,0,5,5,2,3,4,3,5,5,14,7.0
14890,14890,14890,14890,14890,14890,14890,14890,14890,97088,30.000,1642,1,1,1,1,5,1,5,5,5,5,3,5,5,5,0,0.0
14891,14891,14891,14891,14891,14891,14891,14891,14891,116437,22.000,325,3,3,3,4,3,3,3,3,3,4,3,2,5,3,68,61.0
14892,14892,14892,14892,14892,14892,14892,14892,14892,22825,30.000,2409,3,4,4,4,3,3,3,3,4,1,4,2,3,3,0,6.0
14893,14893,14893,14893,14893,14893,14893,14893,14893,18757,44.000,1039,5,1,1,1,5,5,5,5,1,1,2,2,4,5,15,4.0
14894,14894,14894,14894,14894,14894,14894,14894,14894,88546,57.000,594,1,1,1,2,1,3,2,3,3,1,3,3,3,3,0,0.0
14895,14895,14895,14895,14895,14895,14895,14895,14895,20120,55.000,416,2,5,5,5,2,1,2,2,2,2,2,1,2,4,15,6.0
14896,14896,14896,14896,14896,14896,14896,14896,14896,85079,45.000,3055,2,2,2,2,2,4,4,3,3,3,3,4,3,5,11,43.0
14897,14897,14897,14897,14897,14897,14897,14897,14897,109032,15.000,488,5,4,5,4,4,5,4,4,4,3,4,5,4,4,22,1.0
14898,14898,14898,14898,14898,14898,14898,14898,14898,9274,61.000,1201,4,2,5,2,4,3,3,4,4,4,4,2,4,1,14,
14899,14899,14899,14899,14899,14899,14899,14899,14899,59065,35.000,1744,3,5,4,5,3,3,3,3,4,4,3,2,3,3,94,73.0
14900,14900,14900,14900,14900,14900,14900,14900,14900,22076,62.000,304,2,3,2,3,1,4,4,1,1,2,1,3,1,1,0,0.0
14901,14901,14901,14901,14901,14901,14901,14901,14901,42678,30.000,604,4,4,4,4,4,4,4,1,2,2,3,4,2,4,109,147.0
14902,14902,14902,14902,14902,14902,14902,14902,14902,109074,12.000,781,3,4,2,4,4,2,4,4,4,4,1,3,5,4,8,0.0
14903,14903,14903,14903,14903,14903,14903,14903,14903,122669,43.000,361,5,5,5,5,5,4,4,5,5,5,5,4,5,3,19,3.0
14904,14904,14904,14904,14904,14904,14904,14904,14904,19296,23.000,299,2,5,5,5,2,2,1,2,1,2,2,1,2,2,3,4.0
14905,14905,14905,14905,14905,14905,14905,14905,14905,9162,35.000,946,3,5,5,5,3,3,3,3,1,2,4,3,4,3,0,0.0
14906,14906,14906,14906,14906,14906,14906,14906,14906,46458,57.000,3997,3,3,5,3,4,5,4,5,5,4,4,4,5,3,8,14.0
14907,14907,14907,14907,14907,14907,14907,14907,14907,114725,49.000,372,1,5,1,1,2,4,5,5,5,5,5,5,5,3,0,0.0
14908,14908,14908,14908,14908,14908,14908,14908,14908,89073,10.000,1947,2,5,5,5,2,3,2,2,1,1,4,2,3,2,0,0.0
14909,14909,14909,14909,14909,14909,14909,14909,14909,126948,59.000,646,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0.0
14910,14910,14910,14910,14910,14910,14910,14910,14910,72430,47.000,2250,2,2,2,2,4,4,4,5,5,5,5,5,5,5,3,0.0
14911,14911,14911,14911,14911,14911,14911,14911,14911,118073,26.000,1262,3,4,3,3,4,3,2,4,3,2,5,5,4,4,44,21.0
14912,14912,14912,14912,14912,14912,14912,14912,14912,40881,30.000,599,1,3,1,5,2,1,1,2,3,2,4,3,5,2,0,0.0
14913,14913,14913,14913,14913,14913,14913,14913,14913,27796,35.000,1448,4,4,4,4,1,2,1,2,2,2,2,5,2,1,6,22.0
14914,14914,14914,14914,14914,14914,14914,14914,14914,83383,20.000,1124,1,1,4,1,1,2,2,1,3,2,4,4,4,1,6,0.0
14915,14915,14915,14915,14915,14915,14915,14915,14915,26742,36.000,115,4,5,5,5,4,4,4,4,1,4,3,1,1,4,0,0.0
14916,14916,14916,14916,14916,14916,14916,14916,14916,99848,40.000,587,3,5,3,3,3,3,3,3,5,2,5,4,4,3,6,0.0
14917,14917,14917,14917,14917,14917,14917,14917,14917,22850,25.000,170,2,4,2,2,4,2,4,4,3,3,4,4,5,4,1,21.0
14918,14918,14918,14918,14918,14918,14918,14918,14918,85914,53.000,761,2,2,2,2,2,2,2,2,1,2,3,2,4,2,0,0.0
14919,14919,14919,14919,14919,14919,14919,14919,14919,104778,28.000,587,2,4,2,4,3,2,3,3,5,2,5,5,4,3,0,0.0
14920,14920,14920,14920,14920,14920,14920,14920,14920,45445,33.000,458,4,5,5,5,4,4,4,4,2,1,3,4,2,4,0,0.0
14921,14921,14921,14921,14921,14921,14921,14921,14921,78918,40.000,500,2,2,3,2,2,4,4,4,4,4,4,4,4,4,0,0.0
14922,14922,14922,14922,14922,14922,14922,14922,14922,52277,39.000,451,1,1,1,1,5,1,5,5,4,3,2,2,2,5,0,0.0
14923,14923,14923,14923,14923,14923,14923,14923,14923,79641,35.000,760,4,4,4,3,2,4,2,2,2,2,5,1,5,2,64,52.0
14924,14924,14924,14924,14924,14924,14924,14924,14924,100130,30.000,725,1,1,1,4,5,1,5,5,3,3,4,3,5,5,5,0.0
14925,14925,14925,14925,14925,14925,14925,14925,14925,69279,62.000,733,3,2,3,3,1,3,1,1,2,4,4,4,3,1,0,0.0
14926,14926,14926,14926,14926,14926,14926,14926,14926,51820,44.000,370,4,4,3,4,4,4,4,4,5,5,4,4,2,4,15,24.0
14927,14927,14927,14927,14927,14927,14927,14927,14927,128089,36.000,1345,2,1,1,1,2,2,2,1,2,3,4,2,1,2,0,40.0
14928,14928,14928,14928,14928,14928,14928,14928,14928,28666,17.000,2355,4,5,4,2,1,4,1,1,1,1,2,5,3,1,0,0.0
14929,14929,14929,14929,14929,14929,14929,14929,14929,20186,47.000,403,3,3,3,5,3,3,1,3,4,2,4,5,1,3,73,63.0
14930,14930,14930,14930,14930,14930,14930,14930,14930,70204,10.000,258,2,5,0,1,5,0,5,5,4,4,1,4,2,5,0,13.0
14931,14931,14931,14931,14931,14931,14931,14931,14931,7326,20.000,135,3,1,1,1,3,4,1,3,3,3,3,1,4,3,0,8.0
14932,14932,14932,14932,14932,14932,14932,14932,14932,71968,47.000,1440,4,4,4,4,2,4,4,2,2,2,2,4,2,4,0,0.0
14933,14933,14933,14933,14933,14933,14933,14933,14933,97451,65.000,670,4,5,4,3,2,3,5,4,4,4,4,2,4,1,0,0.0
14934,14934,14934,14934,14934,14934,14934,14934,14934,5514,46.000,2233,4,1,4,4,2,5,5,4,4,4,4,3,4,5,0,0.0
14935,14935,14935,14935,14935,14935,14935,14935,14935,30932,34.000,3278,4,4,4,4,2,4,1,4,4,4,4,4,4,5,0,12.0
14936,14936,14936,14936,14936,14936,14936,14936,14936,15084,39.000,239,2,2,2,2,5,2,5,5,5,5,5,1,5,1,5,0.0
14937,14937,14937,14937,14937,14937,14937,14937,14937,10116,14.000,984,5,0,5,2,2,5,2,2,4,4,4,3,5,2,10,0.0
14938,14938,14938,14938,14938,14938,14938,14938,14938,19004,24.000,871,2,2,2,3,3,2,3,3,3,1,4,3,3,3,18,0.0
14939,14939,14939,14939,14939,14939,14939,14939,14939,54153,47.000,1372,2,1,1,1,2,2,2,2,3,2,2,2,3,2,149,130.0
14940,14940,14940,14940,14940,14940,14940,14940,14940,79770,29.000,1035,4,4,4,4,5,4,5,5,3,5,3,4,4,5,0,0.0
14941,14941,14941,14941,14941,14941,14941,14941,14941,76760,21.000,689,4,2,4,1,4,4,4,4,5,3,4,4,4,4,0,0.0
14942,14942,14942,14942,14942,14942,14942,14942,14942,21064,56.000,106,5,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0
14943,14943,14943,14943,14943,14943,14943,14943,14943,117776,48.000,1912,2,4,2,3,4,5,5,2,2,2,2,5,2,3,0,0.0
14944,14944,14944,14944,14944,14944,14944,14944,14944,90863,20.000,581,4,5,5,5,4,4,4,4,4,3,4,3,4,4,0,0.0
14945,14945,14945,14945,14945,14945,14945,14945,14945,111785,37.000,120,2,4,2,4,4,2,4,4,2,3,4,4,4,4,51,38.0
14946,14946,14946,14946,14946,14946,14946,14946,14946,47376,28.000,588,2,3,3,3,2,2,2,2,1,3,2,2,3,2,0,0.0
14947,14947,14947,14947,14947,14947,14947,14947,14947,78704,59.000,1656,1,2,2,2,1,3,3,1,1,1,1,3,1,2,3,6.0
14948,14948,14948,14948,14948,14948,14948,14948,14948,121520,36.000,2986,5,5,5,5,3,5,5,5,5,5,5,3,5,4,0,5.0
14949,14949,14949,14949,14949,14949,14949,14949,14949,57308,37.000,236,4,4,4,5,2,4,4,2,5,2,5,3,4,2,0,0.0
14950,14950,14950,14950,14950,14950,14950,14950,14950,32456,37.000,101,2,5,2,4,2,2,2,2,1,3,2,2,2,2,0,0.0
14951,14951,14951,14951,14951,14951,14951,14951,14951,118668,69.000,221,4,4,4,4,2,5,1,5,5,5,3,5,5,5,4,0.0
14952,14952,14952,14952,14952,14952,14952,14952,14952,84363,51.000,2753,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0
14953,14953,14953,14953,14953,14953,14953,14953,14953,121485,64.000,331,2,5,5,3,5,5,5,2,2,5,2,3,2,3,0,0.0
14954,14954,14954,14954,14954,14954,14954,14954,14954,62511,49.000,1846,2,2,2,2,2,4,5,4,4,4,4,5,4,5,3,0.0
14955,14955,14955,14955,14955,14955,14955,14955,14955,21318,12.000,692,3,3,4,3,3,3,4,3,3,2,4,2,3,3,1,3.0
14956,14956,14956,14956,14956,14956,14956,14956,14956,23941,23.000,936,1,4,4,4,1,1,1,1,1,5,3,1,4,1,18,10.0
14957,14957,14957,14957,14957,14957,14957,14957,14957,84405,37.000,606,3,1,3,4,5,3,5,5,3,3,3,1,4,5,20,25.0
14958,14958,14958,14958,14958,14958,14958,14958,14958,90387,54.000,270,2,0,2,4,4,4,3,3,3,2,3,3,3,1,0,3.0
14959,14959,14959,14959,14959,14959,14959,14959,14959,62520,40.000,1846,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,27.0
14960,14960,14960,14960,14960,14960,14960,14960,14960,108463,60.000,1444,2,0,2,4,2,5,5,5,5,4,5,5,4,5,119,153.0
14961,14961,14961,14961,14961,14961,14961,14961,14961,73072,20.000,1085,3,3,3,4,4,3,4,4,4,1,3,2,3,4,0,0.0
14962,14962,14962,14962,14962,14962,14962,14962,14962,8221,54.000,335,3,4,5,3,5,5,5,5,3,5,4,5,5,5,0,0.0
14963,14963,14963,14963,14963,14963,14963,14963,14963,116862,16.000,651,2,4,2,3,3,2,5,3,3,4,5,5,5,3,36,29.0
